,Date,Promotion4,Weekly_Sales
5409,20120713,3398.73,1471261.76
5410,20120720,5087.21,1582168.27
5411,20120727,1008.3,1487797.54
5412,20120803,24900.66,1608277.74
5413,20120810,4259.15,1641867.92
5414,20120817,4623.71,1720221.91
5415,20120824,4657.6,1724669.75
5416,20120831,12048.3,1710923.94
5417,20120907,1883.05,1609811.75
5418,20120914,1208.44,1447614.08
5419,20120921,3300.92,1555672.51
5420,20120928,2331.3,1495607.07
5513,20111111,3200.57,1037687.07
5514,20111118,523.23,905399.99
5515,20111125,47.0,1230011.95
5516,20111202,1455.15,1059676.62
5517,20111209,1757.4,1158708.98
5518,20111216,409.64,1198670.19
5519,20111223,67.72,1601585.7
5520,20111230,421.72,908853.15
5521,20120106,954.18,954576.86
5522,20120113,393.68,780607.52
5523,20120120,79.54,811365.42
5524,20120127,38.29,770157.29
5525,20120203,23597.14,979552.34
5526,20120210,11804.09,999785.48
5527,20120217,3995.44,975500.87
5528,20120224,4775.14,919301.81
5529,20120302,14210.79,927732.02
5530,20120309,7062.19,954233.87
5531,20120316,1392.83,891154.18
5532,20120323,179.94,844490.86
5533,20120330,2017.53,871945.64
5534,20120406,1876.1,1132064.23
5535,20120413,1320.78,857811.17
5536,20120420,340.56,896979.93
5537,20120427,235.22,875372.91
5538,20120504,3129.14,993311.59
5539,20120511,1175.76,967729.35
5540,20120518,735.81,896295.41
5541,20120525,1092.35,991054.49
5542,20120601,420.22,1037464.27
5543,20120608,2067.65,1079386.88
5544,20120615,1165.96,977950.28
5545,20120622,2018.54,1033552.18
5546,20120629,400.0,988764.84
5547,20120706,2574.7,1182901.56
5548,20120713,1464.52,979848.71
5549,20120720,1450.08,968502.38
5550,20120727,1624.68,954396.85
5551,20120803,8303.08,1068346.76
5552,20120810,4849.39,1007906.43
5553,20120817,181.12,969387.48
5554,20120824,2649.7,945318.47
5555,20120831,2684.17,987264.67
5556,20120907,925.8,1088248.4
5557,20120914,290.65,901709.82
5558,20120921,693.23,899768.4
5559,20120928,709.97,919595.44
5652,20111111,8187.22,1302499.23
5653,20111118,194.54,1230118.02
5654,20111125,40.76,1906713.35
5655,20111202,3168.1,1292436.23
5656,20111209,1946.76,1548661.45
5657,20111216,1269.68,1682368.32
5658,20111223,35.76,2263722.68
5659,20111230,1059.49,1264014.16
5660,20120106,2582.41,1208191.61
5661,20120113,542.89,1134767.28
5662,20120120,530.03,1116295.24
5663,20120127,129.54,1079398.81
5664,20120203,46238.28,1208825.6
5665,20120210,13453.73,1238844.56
5666,20120217,10097.26,1330451.46
5667,20120224,3808.5,1224915.66
5668,20120302,15693.13,1239813.26
5669,20120309,3203.61,1243814.77
5670,20120316,3026.39,1201511.62
5671,20120323,1134.03,1215354.38
5672,20120330,1677.31,1239423.19
5673,20120406,2126.59,1460234.31
5674,20120413,2770.63,1323004.73
5675,20120420,297.31,1220815.33
5676,20120427,39.75,1248950.65
5677,20120504,5903.45,1359770.73
5678,20120511,2998.16,1353285.1
5679,20120518,998.25,1331514.44
5680,20120525,1198.25,1424500.47
5681,20120601,1850.68,1374891.36
5682,20120608,749.73,1436383.84
5683,20120615,3396.74,1384584.59
5684,20120622,3431.59,1386407.17
5685,20120629,393.26,1355600.01
5686,20120706,4856.67,1456300.89
5687,20120713,1805.08,1332594.07
5688,20120720,1362.4,1347175.93
5689,20120727,6596.96,1344723.97
5690,20120803,23826.2,1439607.35
5691,20120810,5132.4,1504545.94
5692,20120817,2391.72,1560590.05
5693,20120824,3710.05,1464462.85
5694,20120831,4700.3,1360517.52
5695,20120907,4361.36,1392143.82
5696,20120914,1373.26,1306644.25
5697,20120921,1125.21,1276609.36
5698,20120928,1902.88,1307928.01
5798,20111230,183.96,454412.28
5803,20120203,263.92,588448.21
5808,20120309,2.8,659816.15
5811,20120330,21.94,544408.14
5820,20120601,43.67,521953.78
5831,20120817,13.23,575997.78
5832,20120824,57.18,535537.03
5833,20120831,141.64,504760.57
5834,20120907,72.7,617405.35
5937,20111230,50.66,505405.85
5942,20120203,152.82,629176.71
5953,20120420,86.89,638144.98
5968,20120803,22.86,614378.9400000001
5972,20120831,615.93,593141.29
5973,20120907,50.5,663814.18
6076,20111230,17.64,263917.85
6085,20120302,59.19,316687.22000000003
6086,20120309,28.06,303438.24
6089,20120330,2.36,310027.29
6093,20120427,16.6,330338.36
6100,20120615,23.04,338400.82
6101,20120622,43.89,336241.0
6106,20120727,0.41,319855.26
6107,20120803,77.58,342385.38
6108,20120810,4.41,333594.81
6110,20120824,89.76,337985.74
6208,20111111,3355.69,808624.8200000001
6209,20111118,270.14,773603.77
6210,20111125,28.59,1170672.94
6211,20111202,2490.15,875699.81
6212,20111209,1593.44,957155.31
6213,20111216,848.33,1078905.68
6214,20111223,17.0,1521957.99
6215,20111230,357.43,869403.63
6216,20120106,1198.48,714081.0499999999
6217,20120113,489.07,676615.53
6218,20120120,488.63,700392.21
6219,20120127,139.07,624081.64
6220,20120203,38157.91,757330.95
6221,20120210,5656.35,803657.12
6222,20120217,9084.92,858853.75
6223,20120224,4291.22,753060.78
6224,20120302,13317.88,782796.01
6225,20120309,3267.21,776968.87
6226,20120316,3444.05,788340.23
6227,20120323,873.47,791835.37
6228,20120330,1815.37,777254.06
6229,20120406,3363.54,899479.43
6230,20120413,1355.11,781970.6
6231,20120420,970.33,776661.74
6232,20120427,74.97,711571.88
6233,20120504,6150.63,782300.68
6234,20120511,1667.39,770487.37
6235,20120518,936.49,800842.28
6236,20120525,1287.62,817741.17
6237,20120601,2599.35,837144.63
6238,20120608,1465.54,795133.0
6239,20120615,1226.11,821498.18
6240,20120622,2149.76,822569.16
6241,20120629,314.88,773367.71
6242,20120706,2996.47,843361.1
6243,20120713,1899.54,749817.08
6244,20120720,2249.85,737613.65
6245,20120727,9181.48,711671.58
6246,20120803,11142.69,725729.51
6247,20120810,2593.93,733037.32
6248,20120817,1630.5,722496.9299999999
6249,20120824,5518.07,718232.26
6250,20120831,6988.31,734297.87
6251,20120907,1854.77,766512.66
6252,20120914,3421.72,702238.27
6253,20120921,2376.38,723086.2
6254,20120928,1601.01,713173.95
